contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry_date,option_type,mid_price,expiry_dt,T,spread_pct
SPY260731C00662000,2026-07-13 14:42:19+00:00,662.0,91.69,92.58,95.09,0.0,0.0,1.0,161.0,0.42755699401855474,True,REGULAR,USD,2026-07-31,call,93.83500000000001,2026-07-31,0.0410958904109589,0.02674908083337779
SPY260731C00663000,2026-07-15 16:50:42+00:00,663.0,89.98,91.58,94.1,-12.199997,-11.939712,3.0,0.0,0.4242000939941406,True,REGULAR,USD,2026-07-31,call,92.84,2026-07-31,0.0410958904109589,0.02714347264110293
SPY260731C00664000,2026-06-25 16:54:21+00:00,664.0,74.72,90.59,93.09,0.0,0.0,199.0,330.0,0.41992767578125,True,REGULAR,USD,2026-07-31,call,91.84,2026-07-31,0.0410958904109589,0.027221254355400695
SPY260731C00665000,2026-07-15 18:19:50+00:00,665.0,90.6,89.6,92.1,1.6399994,1.8435245,2.0,578.0,0.4165097412109374,True,REGULAR,USD,2026-07-31,call,90.85,2026-07-31,0.0410958904109589,0.027517886626307102
SPY260731C00666000,2026-07-06 19:26:55+00:00,666.0,88.75,88.6,91.12,0.0,0.0,1.0,253.0,0.41358008300781246,True,REGULAR,USD,2026-07-31,call,89.86,2026-07-31,0.0410958904109589,0.02804362341419998
SPY260731C00667000,2026-06-09 15:04:44+00:00,667.0,76.22,87.61,90.12,0.0,0.0,2.0,468.0,0.4097959411621094,True,REGULAR,USD,2026-07-31,call,88.86500000000001,2026-07-31,0.0410958904109589,0.028245090868170876
SPY260731C00668000,2026-07-13 16:23:49+00:00,668.0,83.95,86.56,89.36,0.0,0.0,1.0,40.0,0.4161435339355468,True,REGULAR,USD,2026-07-31,call,87.96000000000001,2026-07-31,0.0410958904109589,0.03183265120509319
SPY260731C00669000,2026-06-18 19:43:04+00:00,669.0,83.62,85.62,88.14,0.0,0.0,51.0,167.0,0.40296007202148443,True,REGULAR,USD,2026-07-31,call,86.88,2026-07-31,0.0410958904109589,0.02900552486187841
SPY260731C00670000,2026-07-14 17:47:22+00:00,670.0,85.86,84.63,87.14,2.3300018,2.7894192,1.0,825.0,0.3991759301757813,True,REGULAR,USD,2026-07-31,call,85.88499999999999,2026-07-31,0.0410958904109589,0.029225126622809634
SPY260731C00671000,2026-06-24 14:08:36+00:00,671.0,70.81,83.64,86.15,0.0,0.0,1.0,148.0,0.3957579956054688,True,REGULAR,USD,2026-07-31,call,84.89500000000001,2026-07-31,0.0410958904109589,0.029565934389540076
SPY260731C00672000,2026-07-08 13:58:15+00:00,672.0,74.74,82.59,85.39,0.0,0.0,1.0,68.0,0.4017393811035156,True,REGULAR,USD,2026-07-31,call,83.99000000000001,2026-07-31,0.0410958904109589,0.03333730205976898
SPY260731C00673000,2026-06-18 19:38:51+00:00,673.0,79.39,81.65,84.17,0.0,0.0,7.0,265.0,0.38892212646484375,True,REGULAR,USD,2026-07-31,call,82.91,2026-07-31,0.0410958904109589,0.030394403570136244
SPY260731C00674000,2026-06-26 13:46:32+00:00,674.0,61.24,80.66,83.18,0.0,0.0,1.0,382.0,0.38550419189453117,True,REGULAR,USD,2026-07-31,call,81.92,2026-07-31,0.0410958904109589,0.030761718750000125
SPY260731C00675000,2026-07-14 14:27:08+00:00,675.0,77.68,79.67,82.18,0.0,0.0,1.0,657.0,0.3815979809570312,True,REGULAR,USD,2026-07-31,call,80.92500000000001,2026-07-31,0.0410958904109589,0.031016373185047942
SPY260731C00676000,2026-07-15 15:04:17+00:00,676.0,78.91,78.62,81.43,0.48000336,0.612015,1.0,88.0,0.387701435546875,True,REGULAR,USD,2026-07-31,call,80.025,2026-07-31,0.0410958904109589,0.03511402686660421
SPY260731C00677000,2026-07-13 16:01:25+00:00,677.0,76.52,77.63,80.43,0.0,0.0,1.0,52.0,0.383795224609375,True,REGULAR,USD,2026-07-31,call,79.03,2026-07-31,0.0410958904109589,0.03542958370239164
SPY260731C00678000,2026-06-29 19:58:11+00:00,678.0,67.59,76.7,79.21,0.0,0.0,4.0,135.0,0.37128314270019536,True,REGULAR,USD,2026-07-31,call,77.955,2026-07-31,0.0410958904109589,0.03219806298505536
SPY260731C00679000,2026-07-15 15:24:53+00:00,679.0,75.38,75.71,78.22,2.119995,2.8937962,1.0,268.0,0.36780417358398443,True,REGULAR,USD,2026-07-31,call,76.965,2026-07-31,0.0410958904109589,0.032612226336646594
SPY260731C00680000,2026-07-15 16:28:21+00:00,680.0,72.83,74.71,77.22,-1.0,-1.354463,4.0,659.0,0.36389796264648444,True,REGULAR,USD,2026-07-31,call,75.965,2026-07-31,0.0410958904109589,0.03304153228460482
SPY260731C00681000,2026-07-15 15:25:01+00:00,681.0,73.75,73.73,76.23,0.76000214,1.0412415,1.0,485.0,0.36048002807617185,True,REGULAR,USD,2026-07-31,call,74.98,2026-07-31,0.0410958904109589,0.033342224593224855
SPY260731C00682000,2026-06-29 14:01:59+00:00,682.0,60.14,72.73,75.24,0.0,0.0,2.0,389.0,0.3569400244140625,True,REGULAR,USD,2026-07-31,call,73.985,2026-07-31,0.0410958904109589,0.0339257957694126
SPY260731C00683000,2026-07-15 15:14:23+00:00,683.0,72.21,71.74,74.26,1.2699966,1.7902405,1.0,292.0,0.35388829711914055,True,REGULAR,USD,2026-07-31,call,73.0,2026-07-31,0.0410958904109589,0.03452054794520562
SPY260731C00684000,2026-06-25 19:31:18+00:00,684.0,56.13,70.76,73.27,0.0,0.0,1.0,256.0,0.35034829345703117,True,REGULAR,USD,2026-07-31,call,72.015,2026-07-31,0.0410958904109589,0.0348538498923834
SPY260731C00685000,2026-07-15 18:33:53+00:00,685.0,71.44,69.77,72.27,3.5600052,5.244557,1.0,614.0,0.3464420825195312,True,REGULAR,USD,2026-07-31,call,71.02,2026-07-31,0.0410958904109589,0.035201351731906506
SPY260731C00686000,2026-07-08 16:37:54+00:00,686.0,59.64,68.78,71.29,0.0,0.0,5.0,160.0,0.34326828613281246,True,REGULAR,USD,2026-07-31,call,70.035,2026-07-31,0.0410958904109589,0.03583922324552017
SPY260731C00687000,2026-07-15 13:53:08+00:00,687.0,68.67,67.79,70.31,2.8399963,4.314137,1.0,124.0,0.34015552429199214,True,REGULAR,USD,2026-07-31,call,69.05000000000001,2026-07-31,0.0410958904109589,0.03649529326574939
SPY260731C00688000,2026-07-13 17:56:37+00:00,688.0,63.67,66.8,69.32,0.0,0.0,1.0,105.0,0.3365544860839844,True,REGULAR,USD,2026-07-31,call,68.06,2026-07-31,0.0410958904109589,0.037026153394064
SPY260731C00689000,2026-07-13 14:58:00+00:00,689.0,65.38,65.82,68.33,0.0,0.0,2.0,187.0,0.33301448242187504,True,REGULAR,USD,2026-07-31,call,67.07499999999999,2026-07-31,0.0410958904109589,0.03742079761461059
SPY260731C00690000,2026-07-15 17:45:41+00:00,690.0,65.13,64.83,67.34,2.2399979,3.5617712,7.0,1111.0,0.32947447875976554,True,REGULAR,USD,2026-07-31,call,66.08500000000001,2026-07-31,0.0410958904109589,0.03798138760687001
SPY260731C00691000,2026-07-06 14:33:08+00:00,691.0,65.45,63.84,66.36,3.3799973,5.4454603,1.0,186.0,0.3262396478271484,True,REGULAR,USD,2026-07-31,call,65.1,2026-07-31,0.0410958904109589,0.03870967741935478
SPY260731C00692000,2026-07-14 14:38:25+00:00,692.0,61.89,62.86,65.37,0.0,0.0,1.0,227.0,0.32263860961914054,True,REGULAR,USD,2026-07-31,call,64.11500000000001,2026-07-31,0.0410958904109589,0.039148405209389454
SPY260731C00693000,2026-07-13 17:45:17+00:00,693.0,59.34,61.87,64.37,0.0,0.0,3.0,271.0,0.31873239868164055,True,REGULAR,USD,2026-07-31,call,63.120000000000005,2026-07-31,0.0410958904109589,0.039607097591888574
SPY260731C00694000,2026-07-13 14:31:38+00:00,694.0,60.99,60.89,63.41,0.0,0.0,2.0,122.0,0.3161689477539062,True,REGULAR,USD,2026-07-31,call,62.15,2026-07-31,0.0410958904109589,0.04054706355591305
SPY260731C00695000,2026-07-15 18:34:09+00:00,695.0,61.05,59.9,62.42,3.9899979,6.9926353,2.0,1058.0,0.31250687499999996,True,REGULAR,USD,2026-07-31,call,61.16,2026-07-31,0.0410958904109589,0.04120340091563118
SPY260731C00696000,2026-07-14 13:50:49+00:00,696.0,60.55,58.92,61.43,3.1800003,5.5429673,1.0,508.0,0.30884480224609373,True,REGULAR,USD,2026-07-31,call,60.175,2026-07-31,0.0410958904109589,0.041711674283340223
SPY260731C00697000,2026-07-14 18:44:51+00:00,697.0,57.52,57.94,60.46,0.0,0.0,2.0,209.0,0.30591514404296877,True,REGULAR,USD,2026-07-31,call,59.2,2026-07-31,0.0410958904109589,0.04256756756756762
SPY260731C00698000,2026-07-13 13:30:05+00:00,698.0,56.84,56.96,59.48,0.0,0.0,1.0,146.0,0.3025582440185547,True,REGULAR,USD,2026-07-31,call,58.22,2026-07-31,0.0410958904109589,0.04328409481277905
SPY260731C00699000,2026-07-14 19:56:13+00:00,699.0,55.29,55.98,58.5,0.0,0.0,1.0,359.0,0.29920134399414056,True,REGULAR,USD,2026-07-31,call,57.239999999999995,2026-07-31,0.0410958904109589,0.04402515723270446
SPY260731C00700000,2026-07-15 17:45:41+00:00,700.0,55.66,56.24,56.43,1.329998,2.4479992,61.0,6155.0,0.25702647277832036,True,REGULAR,USD,2026-07-31,call,56.335,2026-07-31,0.0410958904109589,0.0033726812816188465
SPY260731C00701000,2026-07-09 19:52:39+00:00,701.0,53.0,54.02,56.53,0.0,0.0,3.0,334.0,0.2921213366699218,True,REGULAR,USD,2026-07-31,call,55.275000000000006,2026-07-31,0.0410958904109589,0.04540931705110805
SPY260731C00702000,2026-07-10 16:11:45+00:00,702.0,54.22,53.04,55.56,0.6800003,1.270079,1.0,357.0,0.28900857482910147,True,REGULAR,USD,2026-07-31,call,54.3,2026-07-31,0.0410958904109589,0.04640883977900558
SPY260731C00703000,2026-07-10 14:45:27+00:00,703.0,51.23,52.06,54.58,0.0,0.0,1.0,249.0,0.285590640258789,True,REGULAR,USD,2026-07-31,call,53.32,2026-07-31,0.0410958904109589,0.04726181545386339
SPY260731C00704000,2026-07-15 16:48:05+00:00,704.0,49.28,51.09,53.61,-1.2400017,-2.4544768,6.0,220.0,0.28247787841796873,True,REGULAR,USD,2026-07-31,call,52.35,2026-07-31,0.0410958904109589,0.04813753581661884
SPY260731C00705000,2026-07-15 18:46:37+00:00,705.0,51.1,50.11,52.64,1.2999992,2.6104403,30.0,980.0,0.27930408203124996,True,REGULAR,USD,2026-07-31,call,51.375,2026-07-31,0.0410958904109589,0.04924574209245744
SPY260731C00706000,2026-07-10 16:37:37+00:00,706.0,50.43,49.14,51.65,0.0,0.0,1.0,403.0,0.2755199401855468,True,REGULAR,USD,2026-07-31,call,50.394999999999996,2026-07-31,0.0410958904109589,0.049806528425439
SPY260731C00707000,2026-07-15 15:33:05+00:00,707.0,49.0,48.16,50.68,1.3199997,2.7684557,8.0,255.0,0.2722851092529296,True,REGULAR,USD,2026-07-31,call,49.42,2026-07-31,0.0410958904109589,0.050991501416430655
SPY260731C00708000,2026-07-15 16:48:43+00:00,708.0,45.57,47.19,49.71,2.8600006,6.696326,1.0,375.0,0.2690502783203125,True,REGULAR,USD,2026-07-31,call,48.45,2026-07-31,0.0410958904109589,0.052012383900928855
SPY260731C00709000,2026-07-15 16:25:51+00:00,709.0,44.46,46.23,48.75,-2.3700027,-5.060864,7.0,158.0,0.26605958557128906,True,REGULAR,USD,2026-07-31,call,47.489999999999995,2026-07-31,0.0410958904109589,0.05306380290587499
SPY260731C00710000,2026-07-15 18:49:25+00:00,710.0,46.15,45.26,47.78,2.1200027,4.814905,17.0,1273.0,0.2627637200927735,True,REGULAR,USD,2026-07-31,call,46.519999999999996,2026-07-31,0.0410958904109589,0.05417024935511615
SPY260731C00711000,2026-07-15 14:33:41+00:00,711.0,45.86,44.29,46.83,-0.61999893,-1.3339047,39.0,403.0,0.2600171655273438,True,REGULAR,USD,2026-07-31,call,45.56,2026-07-31,0.0410958904109589,0.05575065847234414
SPY260731C00712000,2026-07-15 16:39:50+00:00,712.0,41.14,43.33,45.86,-0.86999893,-2.070933,1.0,375.0,0.25666026550292964,True,REGULAR,USD,2026-07-31,call,44.595,2026-07-31,0.0410958904109589,0.056732817580446265
SPY260731C00713000,2026-07-13 16:29:20+00:00,713.0,40.4,42.37,44.9,0.0,0.0,1.0,387.0,0.2535169863891602,True,REGULAR,USD,2026-07-31,call,43.635,2026-07-31,0.0410958904109589,0.05798097857224708
SPY260731C00714000,2026-07-15 17:26:01+00:00,714.0,40.56,41.4,43.94,-0.14999771,-0.36845422,1.0,414.0,0.2503737072753906,True,REGULAR,USD,2026-07-31,call,42.67,2026-07-31,0.0410958904109589,0.05952659948441526
SPY260731C00715000,2026-07-15 18:10:41+00:00,715.0,41.77,40.45,42.99,1.9300003,4.8443785,26.0,790.0,0.2474440490722656,True,REGULAR,USD,2026-07-31,call,41.72,2026-07-31,0.0410958904109589,0.060882070949185026
SPY260731C00716000,2026-07-15 14:57:22+00:00,716.0,41.57,39.49,42.03,2.4300003,6.208483,1.0,540.0,0.24420921813964847,True,REGULAR,USD,2026-07-31,call,40.760000000000005,2026-07-31,0.0410958904109589,0.062315996074582894
SPY260731C00717000,2026-07-15 13:42:32+00:00,717.0,40.0,38.54,41.08,2.5,6.6666665,2.0,601.0,0.24115749084472654,True,REGULAR,USD,2026-07-31,call,39.81,2026-07-31,0.0410958904109589,0.06380306455664403
SPY260731C00718000,2026-07-13 19:33:43+00:00,718.0,34.54,37.59,40.13,0.0,0.0,1.0,176.0,0.23810576354980467,True,REGULAR,USD,2026-07-31,call,38.86,2026-07-31,0.0410958904109589,0.06536284096757589
SPY260731C00719000,2026-07-15 17:31:51+00:00,719.0,36.66,36.58,39.38,1.8800011,5.405409,30.0,1189.0,0.23993679992675776,True,REGULAR,USD,2026-07-31,call,37.980000000000004,2026-07-31,0.0410958904109589,0.07372301211163781
SPY260731C00720000,2026-07-15 20:03:58+00:00,720.0,37.36,35.63,38.44,3.5499992,10.49985,35.0,2660.0,0.23697662445068357,True,REGULAR,USD,2026-07-31,call,37.035,2026-07-31,0.0410958904109589,0.07587417307951926
SPY260731C00721000,2026-07-09 18:23:43+00:00,721.0,34.75,34.69,37.5,0.0,0.0,1.0,590.0,0.23395541442871093,True,REGULAR,USD,2026-07-31,call,36.095,2026-07-31,0.0410958904109589,0.07785011774484007
SPY260731C00722000,2026-07-10 13:39:32+00:00,722.0,34.5,33.75,36.55,0.0,0.0,1.0,502.0,0.23059851440429688,True,REGULAR,USD,2026-07-31,call,35.15,2026-07-31,0.0410958904109589,0.07965860597439538
SPY260731C00723000,2026-07-14 18:46:17+00:00,723.0,32.45,32.82,35.61,0.0,0.0,3.0,165.0,0.22748575256347653,True,REGULAR,USD,2026-07-31,call,34.215,2026-07-31,0.0410958904109589,0.08154318281455498
SPY260731C00724000,2026-07-15 19:18:04+00:00,724.0,32.84,31.88,34.68,0.77000046,2.4009993,3.0,13.0,0.22449505981445309,True,REGULAR,USD,2026-07-31,call,33.28,2026-07-31,0.0410958904109589,0.0841346153846154
SPY260731C00725000,2026-07-15 18:01:13+00:00,725.0,31.38,31.02,33.64,0.12999916,0.41599733,7.0,1771.0,0.21900195068359374,True,REGULAR,USD,2026-07-31,call,32.33,2026-07-31,0.0410958904109589,0.08103928240024748
SPY260731C00726000,2026-07-13 17:04:48+00:00,726.0,29.21,30.03,32.83,0.0,0.0,7.0,312.0,0.2186357434082031,True,REGULAR,USD,2026-07-31,call,31.43,2026-07-31,0.0410958904109589,0.08908685968819591
SPY260731C00727000,2026-07-15 15:58:42+00:00,727.0,29.35,29.11,31.91,-2.1099987,-6.706926,1.0,81.0,0.2157060852050781,True,REGULAR,USD,2026-07-31,call,30.509999999999998,2026-07-31,0.0410958904109589,0.09177318911832189
SPY260731C00728000,2026-07-15 14:52:59+00:00,728.0,29.44,28.21,31.0,3.25,12.409316,2.0,416.0,0.21289849609375,True,REGULAR,USD,2026-07-31,call,29.605,2026-07-31,0.0410958904109589,0.09424083769633505
SPY260731C00729000,2026-07-13 13:40:39+00:00,729.0,25.93,27.29,30.09,-1.8999996,-6.8271637,1.0,216.0,0.21002987243652343,True,REGULAR,USD,2026-07-31,call,28.689999999999998,2026-07-31,0.0410958904109589,0.09759498082955737
SPY260731C00730000,2026-07-15 19:43:42+00:00,730.0,27.71,26.38,29.18,1.6999989,6.535943,23.0,1679.0,0.20710021423339842,True,REGULAR,USD,2026-07-31,call,27.78,2026-07-31,0.0410958904109589,0.10079193664506841
SPY260731C00731000,2026-07-15 18:09:43+00:00,731.0,27.08,25.49,27.62,0.79999924,3.044137,19.0,384.0,0.1905598522949219,True,REGULAR,USD,2026-07-31,call,26.555,2026-07-31,0.0410958904109589,0.08021088307286774
SPY260731C00732000,2026-07-14 19:54:39+00:00,732.0,25.59,24.59,27.41,0.9300003,3.7712908,2.0,484.0,0.20197331237792968,True,REGULAR,USD,2026-07-31,call,26.0,2026-07-31,0.0410958904109589,0.10846153846153847
SPY260731C00733000,2026-07-15 18:23:32+00:00,733.0,25.33,23.71,25.55,0.94000053,3.8540409,55.0,703.0,0.17957363403320312,True,REGULAR,USD,2026-07-31,call,24.630000000000003,2026-07-31,0.0410958904109589,0.07470564352415751
SPY260731C00734000,2026-07-15 19:22:02+00:00,734.0,23.42,22.83,25.53,1.7800007,8.225512,2.0,1061.0,0.194343994140625,True,REGULAR,USD,2026-07-31,call,24.18,2026-07-31,0.0410958904109589,0.11166253101736985
SPY260731C00735000,2026-07-15 19:44:41+00:00,735.0,23.09,22.01,24.65,1.2800007,5.8688703,17.0,2302.0,0.1915669223022461,True,REGULAR,USD,2026-07-31,call,23.33,2026-07-31,0.0410958904109589,0.11315902271753095
SPY260731C00736000,2026-07-15 18:52:17+00:00,736.0,21.65,21.09,23.79,0.37999916,1.7865498,21.0,684.0,0.18909502319335939,True,REGULAR,USD,2026-07-31,call,22.439999999999998,2026-07-31,0.0410958904109589,0.12032085561497324
SPY260731C00737000,2026-07-15 16:12:33+00:00,737.0,19.7,20.23,22.93,-1.5099983,-7.1192756,32.0,673.0,0.18647053771972655,True,REGULAR,USD,2026-07-31,call,21.58,2026-07-31,0.0410958904109589,0.12511584800741424
SPY260731C00738000,2026-07-15 18:28:00+00:00,738.0,21.04,19.38,22.08,1.5200005,7.7868876,1.0,500.0,0.18393760406494142,True,REGULAR,USD,2026-07-31,call,20.729999999999997,2026-07-31,0.0410958904109589,0.13024602026049203
SPY260731C00739000,2026-07-15 18:23:26+00:00,739.0,20.18,18.54,21.24,1.2200012,6.434606,6.0,738.0,0.18146570495605469,True,REGULAR,USD,2026-07-31,call,19.89,2026-07-31,0.0410958904109589,0.1357466063348416
SPY260731C00740000,2026-07-15 20:10:35+00:00,740.0,17.68,17.71,20.41,-0.11000061,-0.6183283,243.0,3403.0,0.17902432312011718,True,REGULAR,USD,2026-07-31,call,19.060000000000002,2026-07-31,0.0410958904109589,0.14165792235047214
SPY260731C00741000,2026-07-15 19:17:03+00:00,741.0,17.87,16.88,19.58,0.9000015,5.303486,622.0,1525.0,0.17646087219238282,True,REGULAR,USD,2026-07-31,call,18.229999999999997,2026-07-31,0.0410958904109589,0.14810751508502468
SPY260731C00742000,2026-07-15 14:57:18+00:00,742.0,17.04,16.34,18.77,0.49000168,2.9607353,15.0,1166.0,0.174111042175293,True,REGULAR,USD,2026-07-31,call,17.555,2026-07-31,0.0410958904109589,0.13842210196525206
SPY260731C00743000,2026-07-15 20:01:12+00:00,743.0,16.63,15.27,17.5,1.0599995,6.8079605,123.0,908.0,0.16376568664550784,True,REGULAR,USD,2026-07-31,call,16.384999999999998,2026-07-31,0.0410958904109589,0.13610009154714683
SPY260731C00745000,2026-07-15 20:11:11+00:00,745.0,15.07,15.03,15.2,0.97999954,6.955284,470.0,7413.0,0.14710325561523438,True,REGULAR,USD,2026-07-31,call,15.114999999999998,2026-07-31,0.0410958904109589,0.011247105524313593
SPY260731C00746000,2026-07-15 19:58:29+00:00,746.0,14.35,13.95,14.68,0.9900007,7.4101853,688.0,943.0,0.14920894744873048,True,REGULAR,USD,2026-07-31,call,14.315,2026-07-31,0.0410958904109589,0.05099545930841778
SPY260731C00747000,2026-07-15 16:07:48+00:00,747.0,11.95,12.81,14.22,-0.8600006,-6.7135096,25.0,925.0,0.1519555020141602,True,REGULAR,USD,2026-07-31,call,13.515,2026-07-31,0.0410958904109589,0.10432852386237515
SPY260731C00748000,2026-07-15 17:31:35+00:00,748.0,12.41,12.76,13.15,0.3899994,3.2445872,100.0,1610.0,0.1445398046875,True,REGULAR,USD,2026-07-31,call,12.955,2026-07-31,0.0410958904109589,0.03010420686993443
SPY260731C00749000,2026-07-15 19:57:55+00:00,749.0,12.07,11.77,12.42,0.9399996,8.445639,55.0,2083.0,0.14246463012695312,True,REGULAR,USD,2026-07-31,call,12.094999999999999,2026-07-31,0.0410958904109589,0.05374121537825551
SPY260731C00750000,2026-07-15 20:14:55+00:00,750.0,11.43,11.34,11.51,0.9800005,9.377995,2079.0,9219.0,0.1373377282714844,True,REGULAR,USD,2026-07-31,call,11.425,2026-07-31,0.0410958904109589,0.014879649890590802
SPY260731C00751000,2026-07-15 19:52:51+00:00,751.0,10.66,10.64,10.85,0.7600002,7.67677,712.0,1763.0,0.13593393371582033,True,REGULAR,USD,2026-07-31,call,10.745000000000001,2026-07-31,0.0410958904109589,0.01954397394136799
SPY260731C00752000,2026-07-15 20:10:51+00:00,752.0,9.99,9.94,10.32,0.6399994,6.844913,1889.0,4523.0,0.1363306582641602,True,REGULAR,USD,2026-07-31,call,10.129999999999999,2026-07-31,0.0410958904109589,0.03751233958539001
SPY260731C00753000,2026-07-15 20:03:49+00:00,753.0,9.53,9.3,9.5,0.80999947,9.288984,848.0,3371.0,0.1319361709594727,True,REGULAR,USD,2026-07-31,call,9.4,2026-07-31,0.0410958904109589,0.021276595744680774
SPY260731C00754000,2026-07-15 20:11:45+00:00,754.0,8.7,8.7,8.75,0.6199999,7.673266,1341.0,2453.0,0.12836565002441402,True,REGULAR,USD,2026-07-31,call,8.725,2026-07-31,0.0410958904109589,0.005730659025788047
SPY260731C00755000,2026-07-15 20:13:01+00:00,755.0,8.13,8.09,8.12,0.6700001,8.981235,3504.0,30051.0,0.1263515100097656,False,REGULAR,USD,2026-07-31,call,8.105,2026-07-31,0.0410958904109589,0.003701418877236195
SPY260731C00756000,2026-07-15 20:08:03+00:00,756.0,7.6,7.49,7.53,0.50999975,7.1932263,699.0,1681.0,0.1247035772705078,False,REGULAR,USD,2026-07-31,call,7.51,2026-07-31,0.0410958904109589,0.005326231691078567
SPY260731C00757000,2026-07-15 20:12:31+00:00,757.0,6.98,6.92,6.96,0.5,7.716049,555.0,1721.0,0.12302512725830078,False,REGULAR,USD,2026-07-31,call,6.9399999999999995,2026-07-31,0.0410958904109589,0.005763688760806922
SPY260731C00758000,2026-07-15 20:12:25+00:00,758.0,6.39,6.37,6.41,0.37999964,6.3227887,1259.0,3321.0,0.12131615997314452,False,REGULAR,USD,2026-07-31,call,6.390000000000001,2026-07-31,0.0410958904109589,0.006259780907668237
SPY260731C00759000,2026-07-15 20:14:51+00:00,759.0,5.89,5.85,5.88,0.23999977,4.2477837,357.0,2447.0,0.11960719268798828,False,REGULAR,USD,2026-07-31,call,5.865,2026-07-31,0.0410958904109589,0.005115089514066538
SPY260731C00760000,2026-07-15 20:14:16+00:00,760.0,5.38,5.34,5.38,0.4300003,8.686875,3675.0,9976.0,0.11802029449462889,False,REGULAR,USD,2026-07-31,call,5.359999999999999,2026-07-31,0.0410958904109589,0.007462686567164187
SPY260731C00761000,2026-07-15 20:07:50+00:00,761.0,4.95,4.87,4.9,0.32999992,7.1428556,750.0,8762.0,0.11640287902832032,False,REGULAR,USD,2026-07-31,call,4.885,2026-07-31,0.0410958904109589,0.006141248720573234
SPY260731C00762000,2026-07-15 20:06:47+00:00,762.0,4.48,4.42,4.45,0.3800001,9.268295,503.0,1993.0,0.1149075326538086,False,REGULAR,USD,2026-07-31,call,4.4350000000000005,2026-07-31,0.0410958904109589,0.006764374295377733
SPY260731C00763000,2026-07-15 20:11:49+00:00,763.0,3.96,4.0,4.03,0.24000001,6.451613,526.0,960.0,0.11350373809814451,False,REGULAR,USD,2026-07-31,call,4.015000000000001,2026-07-31,0.0410958904109589,0.007471980074719862
SPY260731C00764000,2026-07-15 20:13:59+00:00,764.0,3.6,3.6,3.63,0.19999981,5.882347,392.0,1317.0,0.112038908996582,False,REGULAR,USD,2026-07-31,call,3.615,2026-07-31,0.0410958904109589,0.008298755186721938
SPY260731C00765000,2026-07-15 20:13:11+00:00,765.0,3.29,3.23,3.26,0.28999996,9.666665,4748.0,8950.0,0.1106961489868164,False,REGULAR,USD,2026-07-31,call,3.245,2026-07-31,0.0410958904109589,0.009244992295839694
SPY260731C00766000,2026-07-15 20:11:49+00:00,766.0,2.91,2.88,2.91,0.07000017,2.4647949,1376.0,2233.0,0.10929235443115234,False,REGULAR,USD,2026-07-31,call,2.895,2026-07-31,0.0410958904109589,0.01036269430051822
SPY260731C00767000,2026-07-15 19:25:16+00:00,767.0,2.37,2.57,2.6,-0.0400002,-1.6597593,774.0,1427.0,0.10822424987792968,False,REGULAR,USD,2026-07-31,call,2.585,2026-07-31,0.0410958904109589,0.011605415860735106
SPY260731C00768000,2026-07-15 20:08:31+00:00,768.0,2.33,2.28,2.3,0.17999983,8.372085,194.0,2137.0,0.10688148986816406,False,REGULAR,USD,2026-07-31,call,2.29,2026-07-31,0.0410958904109589,0.00873362445414848
SPY260731C00769000,2026-07-15 20:08:31+00:00,769.0,2.05,2.01,2.03,0.059999943,3.0150726,208.0,1028.0,0.10572183349609374,False,REGULAR,USD,2026-07-31,call,2.0199999999999996,2026-07-31,0.0410958904109589,0.009900990099009912
SPY260731C00770000,2026-07-15 20:14:53+00:00,770.0,1.78,1.76,1.79,0.110000014,6.5868278,2748.0,14805.0,0.10471476348876951,False,REGULAR,USD,2026-07-31,call,1.775,2026-07-31,0.0410958904109589,0.01690140845070424
SPY260731C00771000,2026-07-15 19:59:22+00:00,771.0,1.54,1.54,1.57,0.03999996,2.6666641,163.0,1103.0,0.10373821075439452,False,REGULAR,USD,2026-07-31,call,1.5550000000000002,2026-07-31,0.0410958904109589,0.019292604501607732
SPY260731C00772000,2026-07-15 20:02:07+00:00,772.0,1.36,1.36,1.37,0.08000004,6.2500033,745.0,980.0,0.10276165802001952,False,REGULAR,USD,2026-07-31,call,1.3650000000000002,2026-07-31,0.0410958904109589,0.007326007326007331
SPY260731C00773000,2026-07-15 20:00:24+00:00,773.0,1.16,1.17,1.19,0.029999971,2.6548648,121.0,1215.0,0.10181562255859375,False,REGULAR,USD,2026-07-31,call,1.18,2026-07-31,0.0410958904109589,0.0169491525423729
SPY260731C00774000,2026-07-15 19:35:10+00:00,774.0,0.91,1.01,1.03,-0.089999974,-8.999997,99.0,1107.0,0.10096113891601563,False,REGULAR,USD,2026-07-31,call,1.02,2026-07-31,0.0410958904109589,0.01960784313725492
SPY260731C00775000,2026-07-15 20:14:08+00:00,775.0,0.88,0.87,0.89,0.029999971,3.5294082,1137.0,4955.0,0.10022872436523436,False,REGULAR,USD,2026-07-31,call,0.88,2026-07-31,0.0410958904109589,0.02272727272727275
SPY260731C00776000,2026-07-15 19:58:34+00:00,776.0,0.75,0.75,0.77,0.00999999,1.3513501,257.0,999.0,0.09961837890625,False,REGULAR,USD,2026-07-31,call,0.76,2026-07-31,0.0410958904109589,0.026315789473684233
